stock_code,golden_cross_date_30m,macd_30m,pre_macd_30m,is_matched,match_type,days_difference,trend_date_daily,match_score,price_up_1d,price_up_2d,price_up_3d,price_up_5d
000001.SZ,2025-12-01,-0.002,-0.012,False,未匹配,,,0,-0.4277159965782629,-1.1976047904191514,-1.7108639863130821,
000001.SZ,2025-12-02,0.022,0.018,False,未匹配,,,0,-0.7731958762886585,-1.288659793814436,-1.030927835051555,
000001.SZ,2025-12-03,0.008,0.002,False,未匹配,,,0,-0.5194805194805238,-0.2597402597402696,,-0.2597402597402696
000001.SZ,2025-12-05,-0.002,-0.016,False,未匹配,,,0,,,0.0,-1.6493055555555514
000001.SZ,2025-12-08,0.02,0.016,False,未匹配,,,0,,-1.6493055555555514,,
000002.SZ,2025-12-01,0.008,0.008,False,未匹配,,,0,0.38610038610039504,-3.0888030888030915,-4.0540540540540535,
000002.SZ,2025-12-02,0.02,0.01,False,未匹配,,,0,-3.4615384615384728,-4.423076923076931,-4.615384615384619,
000002.SZ,2025-12-03,0.014,0.014,True,后三天,3.0,2025-12-08,65,-0.9960159362549766,-1.1952191235059684,,-2.3904382470119367
000002.SZ,2025-12-04,0.002,-0.012,True,后两天,2.0,2025-12-08,80,-0.2012072434607603,,,-3.8229376257545176
000002.SZ,2025-12-05,0.006,-0.006,True,后一天,1.0,2025-12-08,90,,,-1.209677419354831,5.846774193548388
000002.SZ,2025-12-08,0.038,0.034,True,当日,0.0,2025-12-08,90,-2.4489795918367365,7.142857142857135,,
000002.SZ,2025-12-10,0.046,-0.006,False,未匹配,,,0,,,,
000004.SZ,2025-12-01,0.146,0.104,False,未匹配,,,0,,,,
000004.SZ,2025-12-05,-0.054,-0.078,False,未匹配,,,0,,,,
000004.SZ,2025-12-08,0.05,0.038,False,未匹配,,,0,,,,
000004.SZ,2025-12-09,-0.006,-0.016,False,未匹配,,,0,,,,
000004.SZ,2025-12-10,0.044,0.018,False,未匹配,,,0,,,,
000006.SZ,2025-12-03,-0.042,-0.054,False,未匹配,,,0,,,,
000006.SZ,2025-12-04,-0.026,-0.036,False,未匹配,,,0,,,,
000006.SZ,2025-12-05,0.054,0.042,False,未匹配,,,0,,,,
000006.SZ,2025-12-08,0.1,0.116,False,未匹配,,,0,,,,
000006.SZ,2025-12-09,0.066,0.078,False,未匹配,,,0,,,,
000006.SZ,2025-12-10,-0.002,-0.014,False,未匹配,,,0,,,,
000007.SZ,2025-12-01,0.068,0.006,False,未匹配,,,0,,,,
000007.SZ,2025-12-05,-0.056,-0.076,False,未匹配,,,0,,,,
000007.SZ,2025-12-08,-0.01,-0.03,False,未匹配,,,0,,,,
000007.SZ,2025-12-09,0.03,0.026,False,未匹配,,,0,,,,
000007.SZ,2025-12-10,0.128,0.11,False,未匹配,,,0,,,,
000008.SZ,2025-12-01,0.018,0.018,False,未匹配,,,0,,,,
000008.SZ,2025-12-02,0.002,0.0,False,未匹配,,,0,,,,
000008.SZ,2025-12-04,-0.01,-0.014,False,未匹配,,,0,,,,
000008.SZ,2025-12-05,-0.006,-0.01,False,未匹配,,,0,,,,
000008.SZ,2025-12-08,0.01,0.008,False,未匹配,,,0,,,,
000008.SZ,2025-12-10,-0.008,-0.012,False,未匹配,,,0,,,,
000009.SZ,2025-12-01,0.062,0.02,False,未匹配,,,0,,,,
000009.SZ,2025-12-03,-0.016,-0.028,False,未匹配,,,0,,,,
000009.SZ,2025-12-04,-0.012,-0.02,False,未匹配,,,0,,,,
000009.SZ,2025-12-05,0.004,-0.004,False,未匹配,,,0,,,,
000009.SZ,2025-12-08,0.036,0.038,False,未匹配,,,0,,,,
000009.SZ,2025-12-10,-0.02,-0.03,False,未匹配,,,0,,,,
000010.SZ,2025-12-01,0.008,0.006,False,未匹配,,,0,,,,
000010.SZ,2025-12-04,-0.024,-0.032,False,未匹配,,,0,,,,
000010.SZ,2025-12-05,-0.004,-0.008,False,未匹配,,,0,,,,
000010.SZ,2025-12-08,0.002,0.0,False,未匹配,,,0,,,,
000010.SZ,2025-12-09,0.004,0.004,False,未匹配,,,0,,,,
000010.SZ,2025-12-10,0.004,-0.002,False,未匹配,,,0,,,,
000011.SZ,2025-12-02,-0.05,-0.064,False,未匹配,,,0,,,,
000011.SZ,2025-12-03,-0.018,-0.028,False,未匹配,,,0,,,,
000011.SZ,2025-12-04,-0.018,-0.026,False,未匹配,,,0,,,,
000011.SZ,2025-12-05,-0.002,-0.008,False,未匹配,,,0,,,,
000011.SZ,2025-12-08,0.036,0.038,False,未匹配,,,0,,,,
000011.SZ,2025-12-09,0.01,-0.002,False,未匹配,,,0,,,,
000011.SZ,2025-12-10,0.012,-0.006,False,未匹配,,,0,,,,
000012.SZ,2025-12-01,0.018,0.012,False,未匹配,,,0,,,,
000012.SZ,2025-12-02,0.002,0.002,False,未匹配,,,0,,,,
000012.SZ,2025-12-05,-0.006,-0.012,False,未匹配,,,0,,,,
000012.SZ,2025-12-08,0.0,-0.002,False,未匹配,,,0,,,,
000012.SZ,2025-12-09,-0.008,-0.012,False,未匹配,,,0,,,,
000012.SZ,2025-12-10,-0.012,-0.016,False,未匹配,,,0,,,,
000014.SZ,2025-12-04,-0.052,-0.07,False,未匹配,,,0,,,,
000014.SZ,2025-12-05,0.012,-0.002,False,未匹配,,,0,,,,
000014.SZ,2025-12-08,0.068,0.076,False,未匹配,,,0,,,,
000014.SZ,2025-12-09,0.046,0.048,False,未匹配,,,0,,,,
000014.SZ,2025-12-10,0.038,0.026,False,未匹配,,,0,,,,
000016.SZ,2025-12-01,0.034,0.012,False,未匹配,,,0,,,,
000016.SZ,2025-12-05,-0.006,-0.01,False,未匹配,,,0,,,,
000016.SZ,2025-12-08,0.004,0.004,False,未匹配,,,0,,,,
000016.SZ,2025-12-09,0.008,-0.004,False,未匹配,,,0,,,,
000016.SZ,2025-12-10,0.022,0.018,False,未匹配,,,0,,,,
000017.SZ,2025-12-01,0.14,0.116,False,未匹配,,,0,,,,
000017.SZ,2025-12-02,0.048,0.054,False,未匹配,,,0,,,,
000017.SZ,2025-12-05,-0.012,-0.034,False,未匹配,,,0,,,,
000017.SZ,2025-12-08,0.116,0.088,False,未匹配,,,0,,,,
000017.SZ,2025-12-10,-0.044,-0.062,False,未匹配,,,0,,,,
000019.SZ,2025-12-01,0.034,0.032,False,未匹配,,,0,,,,
000019.SZ,2025-12-02,0.016,0.012,False,未匹配,,,0,,,,
000019.SZ,2025-12-03,0.026,0.032,False,未匹配,,,0,,,,
000019.SZ,2025-12-05,-0.02,-0.032,False,未匹配,,,0,,,,
000019.SZ,2025-12-08,0.024,0.024,False,未匹配,,,0,,,,
000019.SZ,2025-12-09,0.008,0.006,False,未匹配,,,0,,,,
000019.SZ,2025-12-10,0.0,-0.002,False,未匹配,,,0,,,,
000020.SZ,2025-12-01,-0.074,-0.108,False,未匹配,,,0,,,,
000020.SZ,2025-12-03,-0.046,-0.148,False,未匹配,,,0,,,,
000020.SZ,2025-12-05,-0.106,-0.146,False,未匹配,,,0,,,,
000020.SZ,2025-12-08,0.03,-0.074,False,未匹配,,,0,,,,
000020.SZ,2025-12-09,0.266,0.328,False,未匹配,,,0,,,,
000020.SZ,2025-12-10,-0.09,-0.12,False,未匹配,,,0,,,,
000021.SZ,2025-12-01,0.124,0.038,True,后三天,3.0,2025-12-04,75,,,-2.6444263628966582,
000021.SZ,2025-12-04,-0.078,-0.126,True,当日,0.0,2025-12-04,90,,,,
000021.SZ,2025-12-05,-0.006,-0.014,False,未匹配,,,0,,,,
000021.SZ,2025-12-08,0.084,0.034,False,未匹配,,,0,,,,
000021.SZ,2025-12-09,0.138,0.146,False,未匹配,,,0,,,,
000021.SZ,2025-12-10,-0.114,-0.18,False,未匹配,,,0,,,,
000025.SZ,2025-12-01,-0.036,-0.064,False,未匹配,,,0,,,,
000025.SZ,2025-12-02,-0.122,-0.186,False,未匹配,,,0,,,,
000025.SZ,2025-12-05,-0.064,-0.094,False,未匹配,,,0,,,,
000025.SZ,2025-12-08,0.11,0.1,False,未匹配,,,0,,,,
000025.SZ,2025-12-09,0.048,0.058,False,未匹配,,,0,,,,
000025.SZ,2025-12-10,-0.032,-0.054,False,未匹配,,,0,,,,
000026.SZ,2025-12-01,0.032,0.01,False,未匹配,,,0,,,,
000026.SZ,2025-12-03,-0.03,-0.04,False,未匹配,,,0,,,,
000026.SZ,2025-12-04,-0.024,-0.034,False,未匹配,,,0,,,,
000026.SZ,2025-12-05,0.006,0.006,False,未匹配,,,0,,,,
000026.SZ,2025-12-08,0.03,0.026,False,未匹配,,,0,,,,
000026.SZ,2025-12-09,0.062,0.042,False,未匹配,,,0,,,,
000026.SZ,2025-12-10,-0.024,-0.032,False,未匹配,,,0,,,,
000027.SZ,2025-12-01,0.006,0.002,False,未匹配,,,0,,,,
000027.SZ,2025-12-02,-0.002,-0.006,False,未匹配,,,0,,,,
000027.SZ,2025-12-03,-0.002,-0.006,False,未匹配,,,0,,,,
000027.SZ,2025-12-04,-0.004,-0.01,False,未匹配,,,0,,,,
000027.SZ,2025-12-05,-0.004,-0.01,False,未匹配,,,0,,,,
000027.SZ,2025-12-08,0.002,0.0,False,未匹配,,,0,,,,
000027.SZ,2025-12-10,-0.012,-0.022,False,未匹配,,,0,,,,
000028.SZ,2025-12-01,0.002,-0.024,False,未匹配,,,0,,,,
000028.SZ,2025-12-02,0.042,0.044,False,未匹配,,,0,,,,
000028.SZ,2025-12-03,0.042,0.022,False,未匹配,,,0,,,,
000028.SZ,2025-12-05,-0.042,-0.066,False,未匹配,,,0,,,,
000028.SZ,2025-12-08,-0.006,-0.01,False,未匹配,,,0,,,,
000028.SZ,2025-12-10,-0.006,-0.02,False,未匹配,,,0,,,,
000029.SZ,2025-12-01,0.044,0.028,False,未匹配,,,0,,,,
000029.SZ,2025-12-04,-0.102,-0.144,False,未匹配,,,0,,,,
000029.SZ,2025-12-05,0.046,0.048,False,未匹配,,,0,,,,
000029.SZ,2025-12-08,0.12,0.146,False,未匹配,,,0,,,,
000029.SZ,2025-12-09,0.132,0.122,False,未匹配,,,0,,,,
000029.SZ,2025-12-10,0.21,0.256,False,未匹配,,,0,,,,
000030.SZ,2025-12-01,-0.008,-0.01,False,未匹配,,,0,,,,
000030.SZ,2025-12-02,0.016,0.012,False,未匹配,,,0,,,,
000030.SZ,2025-12-03,0.008,0.008,False,未匹配,,,0,,,,
000030.SZ,2025-12-04,0.002,-0.002,False,未匹配,,,0,,,,
000030.SZ,2025-12-05,-0.02,-0.026,False,未匹配,,,0,,,,
000030.SZ,2025-12-08,-0.004,-0.012,False,未匹配,,,0,,,,
000030.SZ,2025-12-09,-0.008,-0.012,False,未匹配,,,0,,,,
000030.SZ,2025-12-10,-0.006,-0.012,False,未匹配,,,0,,,,
000031.SZ,2025-12-01,0.008,0.008,False,未匹配,,,0,,,,
000031.SZ,2025-12-02,0.002,0.0,False,未匹配,,,0,,,,
000031.SZ,2025-12-03,-0.002,-0.004,False,未匹配,,,0,,,,
000031.SZ,2025-12-05,-0.004,-0.012,False,未匹配,,,0,,,,
000031.SZ,2025-12-08,0.018,0.01,False,未匹配,,,0,,,,
000031.SZ,2025-12-10,-0.008,-0.012,False,未匹配,,,0,,,,
000032.SZ,2025-12-01,0.068,0.026,False,未匹配,,,0,,,,
000032.SZ,2025-12-03,-0.07,-0.136,False,未匹配,,,0,,,,
000032.SZ,2025-12-04,-0.062,-0.078,False,未匹配,,,0,,,,
000032.SZ,2025-12-05,-0.03,-0.044,False,未匹配,,,0,,,,
000032.SZ,2025-12-08,0.1,0.082,False,未匹配,,,0,,,,
000032.SZ,2025-12-09,0.022,0.024,False,未匹配,,,0,,,,
000032.SZ,2025-12-10,-0.03,-0.06,False,未匹配,,,0,,,,
000034.SZ,2025-12-01,0.112,0.048,False,未匹配,,,0,-0.4603828446813783,,,
000034.SZ,2025-12-02,0.386,0.422,False,未匹配,,,0,,,,
000034.SZ,2025-12-04,-0.352,-0.444,False,未匹配,,,0,,,,
000034.SZ,2025-12-05,-0.014,-0.042,False,未匹配,,,0,,,,
000034.SZ,2025-12-08,0.208,0.18,False,未匹配,,,0,,,,
000034.SZ,2025-12-09,0.262,0.246,False,未匹配,,,0,,,,
000034.SZ,2025-12-10,-0.09,-0.146,False,未匹配,,,0,,,,
000035.SZ,2025-12-01,0.03,0.018,False,未匹配,,,0,,,,
000035.SZ,2025-12-03,-0.006,-0.012,False,未匹配,,,0,,,,
000035.SZ,2025-12-04,0.02,-0.008,False,未匹配,,,0,,,,
000035.SZ,2025-12-05,0.042,0.016,False,未匹配,,,0,,,,
000035.SZ,2025-12-08,0.094,0.106,False,未匹配,,,0,,,,
000036.SZ,2025-12-01,0.078,0.03,False,未匹配,,,0,,,,
000036.SZ,2025-12-02,0.082,0.084,False,未匹配,,,0,,,,
000036.SZ,2025-12-04,-0.04,-0.054,False,未匹配,,,0,,,,
000036.SZ,2025-12-05,-0.016,-0.022,False,未匹配,,,0,,,,
000036.SZ,2025-12-08,-0.006,-0.012,False,未匹配,,,0,,,,
000036.SZ,2025-12-09,-0.01,-0.034,False,未匹配,,,0,,,,
000036.SZ,2025-12-10,0.026,0.024,False,未匹配,,,0,,,,
000037.SZ,2025-12-01,0.04,0.03,False,未匹配,,,0,,,,
000037.SZ,2025-12-03,0.002,-0.02,False,未匹配,,,0,,,,
000037.SZ,2025-12-05,-0.03,-0.046,False,未匹配,,,0,,,,
000037.SZ,2025-12-08,0.022,0.018,False,未匹配,,,0,,,,
000037.SZ,2025-12-09,0.016,0.016,False,未匹配,,,0,,,,
000037.SZ,2025-12-10,-0.016,-0.026,False,未匹配,,,0,,,,
000039.SZ,2025-12-03,-0.01,-0.028,False,未匹配,,,0,,,,
000039.SZ,2025-12-04,0.018,-0.01,False,未匹配,,,0,,,,
000039.SZ,2025-12-05,0.026,0.022,False,未匹配,,,0,,,,
000039.SZ,2025-12-08,-0.01,-0.024,False,未匹配,,,0,,,,
000039.SZ,2025-12-09,-0.012,-0.018,False,未匹配,,,0,,,,
000042.SZ,2025-12-01,0.026,0.0,False,未匹配,,,0,,,,
000042.SZ,2025-12-02,0.028,0.03,False,未匹配,,,0,,,,
000042.SZ,2025-12-05,-0.034,-0.05,False,未匹配,,,0,,,,
000042.SZ,2025-12-08,-0.008,-0.014,False,未匹配,,,0,,,,
000042.SZ,2025-12-09,-0.004,-0.008,False,未匹配,,,0,,,,
000042.SZ,2025-12-10,0.008,-0.008,False,未匹配,,,0,,,,
000045.SZ,2025-12-01,-0.008,-0.016,False,未匹配,,,0,,,,
000045.SZ,2025-12-04,-0.038,-0.056,False,未匹配,,,0,,,,
000045.SZ,2025-12-05,0.002,-0.01,False,未匹配,,,0,,,,
000045.SZ,2025-12-08,0.06,0.056,False,未匹配,,,0,,,,
000045.SZ,2025-12-09,0.016,0.006,False,未匹配,,,0,,,,
000045.SZ,2025-12-10,-0.012,-0.024,False,未匹配,,,0,,,,
000048.SZ,2025-12-01,0.116,0.1,False,未匹配,,,0,,,,
000048.SZ,2025-12-02,0.034,0.022,False,未匹配,,,0,,,,
000048.SZ,2025-12-04,-0.03,-0.042,False,未匹配,,,0,,,,
000048.SZ,2025-12-05,0.076,0.058,False,未匹配,,,0,,,,
000048.SZ,2025-12-08,0.132,0.08,False,未匹配,,,0,,,,
000048.SZ,2025-12-09,0.142,0.154,False,未匹配,,,0,,,,
000049.SZ,2025-12-01,0.258,0.062,True,当日,0.0,2025-12-01,100,0.13522650439487052,,,
000049.SZ,2025-12-02,-0.04,-0.058,False,未匹配,,,0,,,,
000049.SZ,2025-12-05,-0.108,-0.144,False,未匹配,,,0,,,,
000049.SZ,2025-12-08,0.02,-0.038,False,未匹配,,,0,,,,
000049.SZ,2025-12-10,-0.148,-0.19,False,未匹配,,,0,,,,
000050.SZ,2025-12-01,0.024,0.022,False,未匹配,,,0,,,,
000050.SZ,2025-12-03,-0.034,-0.044,False,未匹配,,,0,,,,
000050.SZ,2025-12-05,-0.006,-0.02,False,未匹配,,,0,,,,
000050.SZ,2025-12-08,0.038,0.036,False,未匹配,,,0,,,,
000050.SZ,2025-12-10,-0.01,-0.022,False,未匹配,,,0,,,,
000055.SZ,2025-12-01,0.012,0.012,False,未匹配,,,0,,,,
000055.SZ,2025-12-02,-0.002,-0.006,False,未匹配,,,0,,,,
000055.SZ,2025-12-03,-0.002,-0.004,False,未匹配,,,0,,,,
000055.SZ,2025-12-05,-0.006,-0.01,False,未匹配,,,0,,,,
000055.SZ,2025-12-08,0.01,0.01,False,未匹配,,,0,,,,
000055.SZ,2025-12-10,-0.006,-0.01,False,未匹配,,,0,,,,
000056.SZ,2025-12-01,0.008,0.006,False,未匹配,,,0,,,,
000056.SZ,2025-12-02,0.0,-0.004,False,未匹配,,,0,,,,
000056.SZ,2025-12-05,-0.01,-0.016,False,未匹配,,,0,,,,
000056.SZ,2025-12-08,0.006,0.002,False,未匹配,,,0,,,,
000056.SZ,2025-12-09,0.006,0.002,False,未匹配,,,0,,,,
000056.SZ,2025-12-10,0.02,0.006,False,未匹配,,,0,,,,
000058.SZ,2025-12-01,0.012,0.006,False,未匹配,,,0,,,,
000058.SZ,2025-12-04,-0.028,-0.038,False,未匹配,,,0,,,,
000058.SZ,2025-12-05,-0.008,-0.016,False,未匹配,,,0,,,,
000058.SZ,2025-12-08,0.036,0.032,False,未匹配,,,0,,,,
000058.SZ,2025-12-09,0.038,0.038,False,未匹配,,,0,,,,
000058.SZ,2025-12-10,-0.01,-0.016,False,未匹配,,,0,,,,
000059.SZ,2025-12-01,0.048,0.048,False,未匹配,,,0,,,,
000059.SZ,2025-12-03,-0.018,-0.024,False,未匹配,,,0,,,,
000059.SZ,2025-12-05,0.0,-0.01,False,未匹配,,,0,,,,
000059.SZ,2025-12-10,0.002,-0.008,False,未匹配,,,0,,,,
000060.SZ,2025-12-01,0.038,0.012,False,未匹配,,,0,,0.1883239171374892,-0.5649717514124174,
000060.SZ,2025-12-02,-0.012,-0.016,True,后三天,3.0,2025-12-05,55,,,,
000060.SZ,2025-12-03,-0.006,-0.012,True,后两天,2.0,2025-12-05,65,-0.7518796992481209,3.759398496240588,,4.6992481203007515
000060.SZ,2025-12-04,0.004,0.0,True,后一天,1.0,2025-12-05,80,4.5454545454545325,,,1.5151515151515165
000060.SZ,2025-12-05,-0.004,-0.012,True,当日,0.0,2025-12-05,85,,,0.9057971014492883,
000060.SZ,2025-12-08,0.012,0.012,True,当日,0.0,2025-12-08,90,-3.7701974865350083,,,
000060.SZ,2025-12-10,-0.016,-0.022,False,未匹配,,,0,,,,
000061.SZ,2025-12-01,0.094,0.058,False,未匹配,,,0,,,,
000061.SZ,2025-12-02,-0.014,-0.02,False,未匹配,,,0,,,,
000061.SZ,2025-12-03,-0.02,-0.028,False,未匹配,,,0,,,,
000061.SZ,2025-12-04,-0.022,-0.028,False,未匹配,,,0,,,,
000061.SZ,2025-12-05,0.002,0.0,False,未匹配,,,0,,,,
000061.SZ,2025-12-08,0.042,0.046,False,未匹配,,,0,,,,
000061.SZ,2025-12-09,0.02,0.016,False,未匹配,,,0,,,,
000061.SZ,2025-12-10,-0.002,-0.006,False,未匹配,,,0,,,,
000062.SZ,2025-12-01,0.038,0.01,False,未匹配,,,0,,,,
000062.SZ,2025-12-04,-0.114,-0.162,False,未匹配,,,0,,,,
000062.SZ,2025-12-05,0.01,0.002,False,未匹配,,,0,,,,
000062.SZ,2025-12-08,0.172,0.142,False,未匹配,,,0,,,,
000062.SZ,2025-12-09,0.104,0.118,False,未匹配,,,0,,,,
000062.SZ,2025-12-10,-0.042,-0.082,False,未匹配,,,0,,,,
000063.SZ,2025-12-01,-0.028,-0.236,False,未匹配,,,0,-2.2246220302375685,-6.306695464362839,-7.149028077753769,
000063.SZ,2025-12-02,0.486,0.584,False,未匹配,,,0,-4.174950298210737,-5.036447978793905,-7.444223547603279,
000063.SZ,2025-12-08,-0.092,-0.154,True,当日,0.0,2025-12-08,90,0.4026527711984882,-0.42633822832780605,,
000063.SZ,2025-12-09,0.288,0.128,False,未匹配,,,0,-0.8256664307619754,,,
000063.SZ,2025-12-10,-0.06,-0.118,False,未匹配,,,0,,,,
000065.SZ,2025-12-02,0.002,-0.012,True,后两天,2.0,2025-12-04,80,,,,
000065.SZ,2025-12-04,-0.056,-0.084,True,当日,0.0,2025-12-04,90,,,,
000065.SZ,2025-12-05,0.068,0.054,False,未匹配,,,0,,,,
000065.SZ,2025-12-08,-0.018,-0.034,False,未匹配,,,0,,,,
000065.SZ,2025-12-10,-0.042,-0.078,False,未匹配,,,0,,,,
000066.SZ,2025-12-01,0.034,0.028,False,未匹配,,,0,,,,
000066.SZ,2025-12-04,-0.044,-0.062,False,未匹配,,,0,,,,
000066.SZ,2025-12-05,0.032,0.036,False,未匹配,,,0,,,,
000066.SZ,2025-12-08,0.1,0.072,False,未匹配,,,0,,,,
000066.SZ,2025-12-09,0.052,0.058,False,未匹配,,,0,,,,
000066.SZ,2025-12-10,-0.024,-0.054,False,未匹配,,,0,,,,
000068.SZ,2025-12-01,0.02,0.022,False,未匹配,,,0,,,,
000068.SZ,2025-12-02,-0.014,-0.02,False,未匹配,,,0,,,,
000068.SZ,2025-12-03,0.008,-0.008,False,未匹配,,,0,,,,
000068.SZ,2025-12-05,-0.014,-0.02,False,未匹配,,,0,,,,
000068.SZ,2025-12-08,-0.006,-0.01,False,未匹配,,,0,,,,
000068.SZ,2025-12-09,-0.002,-0.006,False,未匹配,,,0,,,,
000068.SZ,2025-12-10,-0.014,-0.018,False,未匹配,,,0,,,,
000069.SZ,2025-12-01,0.008,0.004,False,未匹配,,,0,,,,
000069.SZ,2025-12-02,0.006,0.004,False,未匹配,,,0,,,,
000069.SZ,2025-12-05,-0.01,-0.014,False,未匹配,,,0,,,,
000069.SZ,2025-12-08,0.006,0.006,False,未匹配,,,0,,,,
000069.SZ,2025-12-10,-0.002,-0.004,False,未匹配,,,0,,,,
000070.SZ,2025-12-01,-0.226,-0.358,True,当日,0.0,2025-12-01,90,3.255484784147198,-4.95399858457184,-7.289455060155705,
000070.SZ,2025-12-02,0.014,-0.124,True,后三天,3.0,2025-12-05,75,-7.950651130911584,-10.212474297464018,-1.4393420150788148,
000070.SZ,2025-12-04,-0.326,-0.43,True,后一天,1.0,2025-12-05,80,9.770992366412223,,,3.5877862595419896
000070.SZ,2025-12-05,-0.048,-0.134,True,当日,0.0,2025-12-05,90,,,2.433936022253127,3.268428372739909
000070.SZ,2025-12-08,0.32,0.286,False,未匹配,,,0,-7.875084860828243,0.8146639511201577,,
000070.SZ,2025-12-10,-0.28,-0.356,False,未匹配,,,0,,,,
000078.SZ,2025-12-01,0.03,0.014,False,未匹配,,,0,9.893048128342247,20.855614973262014,29.14438502673796,
000078.SZ,2025-12-02,0.064,0.026,False,未匹配,,,0,9.975669099756672,17.518248175182475,28.710462287104615,
000078.SZ,2025-12-03,0.052,0.016,False,未匹配,,,0,6.85840707964603,17.035398230088507,,15.044247787610635
000078.SZ,2025-12-04,0.008,-0.004,False,未匹配,,,0,9.523809523809524,,,-4.140786749482405
000078.SZ,2025-12-05,0.008,-0.026,False,未匹配,,,0,,,-1.7013232514177665,-8.884688090737235
000078.SZ,2025-12-10,-0.088,-0.14,False,未匹配,,,0,,,,
000088.SZ,2025-12-01,0.012,0.006,False,未匹配,,,0,,,,
000088.SZ,2025-12-02,0.01,0.008,False,未匹配,,,0,,,,
000088.SZ,2025-12-03,0.004,0.0,False,未匹配,,,0,,,,
000088.SZ,2025-12-04,-0.002,-0.006,False,未匹配,,,0,,,,
000088.SZ,2025-12-10,-0.004,-0.01,False,未匹配,,,0,,,,
000089.SZ,2025-12-01,0.012,0.012,False,未匹配,,,0,,,,
000089.SZ,2025-12-02,0.008,0.008,False,未匹配,,,0,,,,
000089.SZ,2025-12-03,0.008,0.008,False,未匹配,,,0,,,,
000089.SZ,2025-12-05,-0.01,-0.016,False,未匹配,,,0,,,,
000089.SZ,2025-12-08,0.0,-0.002,False,未匹配,,,0,,,,
000089.SZ,2025-12-09,0.0,-0.004,False,未匹配,,,0,,,,
000089.SZ,2025-12-10,-0.002,-0.006,False,未匹配,,,0,,,,
000090.SZ,2025-12-01,0.006,0.0,False,未匹配,,,0,,,,
000090.SZ,2025-12-02,0.008,0.002,False,未匹配,,,0,,,,
000090.SZ,2025-12-05,-0.01,-0.014,False,未匹配,,,0,,,,
000090.SZ,2025-12-08,0.012,0.012,False,未匹配,,,0,,,,
000090.SZ,2025-12-10,0.004,-0.006,False,未匹配,,,0,,,,
000096.SZ,2025-12-01,0.052,0.04,False,未匹配,,,0,,,,
000096.SZ,2025-12-02,0.03,0.034,False,未匹配,,,0,,,,
000096.SZ,2025-12-05,-0.03,-0.044,False,未匹配,,,0,,,,
000096.SZ,2025-12-08,0.014,0.0,False,未匹配,,,0,,,,
000096.SZ,2025-12-10,-0.026,-0.038,False,未匹配,,,0,,,,
000099.SZ,2025-12-01,0.014,-0.016,False,未匹配,,,0,,,,
000099.SZ,2025-12-02,0.002,-0.018,False,未匹配,,,0,,,,
000099.SZ,2025-12-05,-0.016,-0.06,False,未匹配,,,0,,,,
000099.SZ,2025-12-08,0.09,0.084,False,未匹配,,,0,,,,
000099.SZ,2025-12-10,-0.008,-0.02,False,未匹配,,,0,,,,
000100.SZ,2025-12-01,0.008,0.006,False,未匹配,,,0,-0.47619047619048716,3.3333333333333255,3.809523809523813,
000100.SZ,2025-12-03,0.006,-0.002,False,未匹配,,,0,0.46082949308756826,4.60829493087558,,3.2258064516129163
000100.SZ,2025-12-04,0.016,0.02,False,未匹配,,,0,4.1284403669724705,,,2.293577981651368
000100.SZ,2025-12-05,0.002,0.0,True,后三天,3.0,2025-12-10,65,,,-1.3215859030836918,-1.1013215859030798
000100.SZ,2025-12-10,-0.018,-0.024,True,当日,0.0,2025-12-10,85,,,,
000151.SZ,2025-12-01,0.028,0.006,False,未匹配,,,0,,,,
000151.SZ,2025-12-02,-0.002,-0.006,False,未匹配,,,0,,,,
000151.SZ,2025-12-04,-0.034,-0.046,False,未匹配,,,0,,,,
000151.SZ,2025-12-05,-0.024,-0.038,False,未匹配,,,0,,,,
000151.SZ,2025-12-08,0.006,-0.004,False,未匹配,,,0,,,,
000151.SZ,2025-12-09,-0.014,-0.02,False,未匹配,,,0,,,,
000151.SZ,2025-12-10,-0.014,-0.022,False,未匹配,,,0,,,,
000153.SZ,2025-12-01,0.0,-0.006,False,未匹配,,,0,,,,
000153.SZ,2025-12-02,-0.002,-0.006,False,未匹配,,,0,,,,
000153.SZ,2025-12-03,0.018,0.01,False,未匹配,,,0,,,,
000153.SZ,2025-12-04,0.014,0.004,False,未匹配,,,0,,,,
000153.SZ,2025-12-05,-0.022,-0.032,False,未匹配,,,0,,,,
000153.SZ,2025-12-08,-0.014,-0.02,False,未匹配,,,0,,,,
000153.SZ,2025-12-10,-0.024,-0.032,False,未匹配,,,0,,,,
000155.SZ,2025-12-01,0.08,0.056,False,未匹配,,,0,,,,
000155.SZ,2025-12-04,-0.044,-0.058,False,未匹配,,,0,,,,
000155.SZ,2025-12-05,-0.006,-0.014,False,未匹配,,,0,,,,
000155.SZ,2025-12-08,0.068,0.048,False,未匹配,,,0,,,,
000155.SZ,2025-12-10,-0.014,-0.046,False,未匹配,,,0,,,,
000156.SZ,2025-12-01,0.004,-0.006,False,未匹配,,,0,,,,
000156.SZ,2025-12-02,-0.006,-0.008,False,未匹配,,,0,,,,
000156.SZ,2025-12-04,-0.016,-0.024,False,未匹配,,,0,,,,
000156.SZ,2025-12-05,0.002,-0.002,False,未匹配,,,0,,,,
000156.SZ,2025-12-08,0.024,0.02,False,未匹配,,,0,,,,
000156.SZ,2025-12-09,0.03,0.028,False,未匹配,,,0,,,,
